Transaction ID,Date,Amount,Category,Payment Method,Location,Merchant,Description,Transaction Type,Day of Week
823,2023-05-10,66.52,Eating Out,Bank Transfer,Fuel Station,Starbucks,Bus fare,Variable,Wednesday
824,2024-08-30,121.92,Transport,Debit Card,Mall,Shell,Monthly subscription,Variable,Friday
825,2024-06-06,88.89,Healthcare,Bank Transfer,Mall,Amazon,Gas refill,Fixed,Thursday
826,2023-09-10,182.27,Healthcare,Credit Card,Fuel Station,CVS,Dinner with friends,Fixed,Sunday
827,2023-07-03,41.54,Entertainment,Cash,Restaurant,Shell,Dinner with friends,Variable,Monday
828,2022-12-03,141.06,Groceries,Credit Card,Mall,CVS,Dinner with friends,Variable,Saturday
829,2023-04-12,194.22,Entertainment,Cash,Supermarket,Starbucks,Movie night,Variable,Wednesday
830,2022-06-15,39.18,Groceries,Debit Card,Mall,Amazon,Gas refill,Variable,Wednesday
831,2024-01-05,44.38,Healthcare,Cash,Online,Walmart,Bus fare,Fixed,Friday
832,2023-01-09,140.28,Transport,Credit Card,Mall,Walmart,Doctor's visit,Variable,Monday
833,2022-09-23,156.94,Healthcare,Debit Card,Restaurant,Walmart,Bus fare,Fixed,Friday
834,2022-02-20,100.66,Healthcare,Credit Card,Supermarket,Shell,Dinner with friends,Fixed,Sunday
835,2024-01-08,123.89,Entertainment,Bank Transfer,Pharmacy,Starbucks,Doctor's visit,Variable,Monday
836,2023-06-09,46.47,Bills,Credit Card,Supermarket,Walmart,Dinner with friends,Fixed,Friday
837,2023-05-15,97.94,Bills,Credit Card,Supermarket,Starbucks,Dinner with friends,Fixed,Monday
838,2022-12-25,26.85,Entertainment,Cash,Online,Walmart,Monthly subscription,Variable,Sunday
839,2023-03-05,67.68,Healthcare,Debit Card,Supermarket,CVS,Monthly subscription,Fixed,Sunday
840,2022-02-05,60.53,Healthcare,Credit Card,Mall,Netflix,Bus fare,Fixed,Saturday
841,2024-02-22,91.7,Entertainment,Bank Transfer,Restaurant,Amazon,Monthly subscription,Variable,Thursday
842,2022-01-30,186.37,Groceries,Cash,Supermarket,CVS,Doctor's visit,Variable,Sunday
843,2022-03-02,40.35,Entertainment,Credit Card,Supermarket,Shell,Weekly groceries,Variable,Wednesday
844,2024-10-13,83.27,Healthcare,Debit Card,Mall,Amazon,Doctor's visit,Fixed,Sunday
845,2024-04-15,125.04,Healthcare,Cash,Fuel Station,Amazon,Dinner with friends,Fixed,Monday
846,2022-06-05,189.58,Groceries,Credit Card,Supermarket,Netflix,Gas refill,Variable,Sunday
847,2023-03-12,30.96,Entertainment,Credit Card,Pharmacy,Starbucks,Dinner with friends,Variable,Sunday
848,2022-02-26,183.99,Healthcare,Cash,Supermarket,Amazon,Gas refill,Fixed,Saturday
849,2022-10-05,20.81,Entertainment,Debit Card,Supermarket,Netflix,Monthly subscription,Variable,Wednesday
850,2023-11-11,98.74,Eating Out,Bank Transfer,Supermarket,Starbucks,Dinner with friends,Variable,Saturday
851,2023-06-26,93.65,Groceries,Debit Card,Pharmacy,CVS,Weekly groceries,Variable,Monday
852,2022-08-30,45.87,Transport,Bank Transfer,Pharmacy,CVS,Bus fare,Variable,Tuesday
853,2024-07-14,72.75,Bills,Debit Card,Pharmacy,Netflix,Bus fare,Fixed,Sunday
854,2024-08-15,93.56,Groceries,Cash,Pharmacy,Starbucks,Gift shopping,Variable,Thursday
855,2022-04-25,173.72,Entertainment,Bank Transfer,Supermarket,Netflix,Doctor's visit,Variable,Monday
856,2023-03-25,191.24,Healthcare,Cash,Mall,Amazon,Gift shopping,Fixed,Saturday
857,2023-09-28,106.19,Bills,Credit Card,Restaurant,Amazon,Gas refill,Fixed,Thursday
858,2022-01-14,174.67,Entertainment,Cash,Restaurant,Netflix,Movie night,Variable,Friday
859,2024-02-09,123.59,Transport,Bank Transfer,Supermarket,Amazon,Bus fare,Variable,Friday
860,2022-09-16,73.07,Groceries,Credit Card,Online,Netflix,Monthly subscription,Variable,Friday
861,2022-05-28,42.87,Healthcare,Bank Transfer,Restaurant,Netflix,Gift shopping,Fixed,Saturday
862,2023-05-16,85.56,Healthcare,Bank Transfer,Pharmacy,Shell,Monthly subscription,Fixed,Tuesday
863,2024-08-03,106.95,Groceries,Cash,Online,Walmart,Movie night,Variable,Saturday
864,2023-01-07,13.67,Entertainment,Debit Card,Mall,Amazon,Dinner with friends,Variable,Saturday
865,2024-08-18,33.44,Entertainment,Debit Card,Fuel Station,Netflix,Monthly subscription,Variable,Sunday
866,2022-09-15,122.04,Groceries,Cash,Online,CVS,Monthly subscription,Variable,Thursday
867,2022-10-16,48.88,Entertainment,Cash,Mall,Walmart,Bus fare,Variable,Sunday
868,2023-11-30,168.28,Groceries,Debit Card,Online,Netflix,Gas refill,Variable,Thursday
869,2023-12-08,68.75,Eating Out,Debit Card,Restaurant,CVS,Weekly groceries,Variable,Friday
870,2024-01-03,25.44,Transport,Cash,Pharmacy,Amazon,Dinner with friends,Variable,Wednesday
871,2022-12-06,21.29,Healthcare,Debit Card,Mall,Netflix,Doctor's visit,Fixed,Tuesday
872,2023-07-14,187.74,Groceries,Cash,Mall,CVS,Bus fare,Variable,Friday
873,2023-08-17,28.01,Healthcare,Cash,Online,Starbucks,Gift shopping,Fixed,Thursday
874,2023-02-25,32.48,Transport,Cash,Pharmacy,Starbucks,Dinner with friends,Variable,Saturday
875,2023-10-12,173.22,Transport,Cash,Supermarket,Shell,Movie night,Variable,Thursday
876,2024-02-26,54.59,Eating Out,Cash,Mall,Amazon,Bus fare,Variable,Monday
877,2023-11-25,134.86,Groceries,Cash,Pharmacy,Amazon,Monthly subscription,Variable,Saturday
878,2024-08-14,164.26,Entertainment,Credit Card,Supermarket,Walmart,Movie night,Variable,Wednesday
879,2023-07-09,123.4,Entertainment,Cash,Mall,Netflix,Doctor's visit,Variable,Sunday
880,2023-04-12,191.71,Groceries,Cash,Pharmacy,Amazon,Doctor's visit,Variable,Wednesday
881,2023-10-05,143.23,Groceries,Credit Card,Fuel Station,Amazon,Gas refill,Variable,Thursday
882,2024-03-08,26.99,Transport,Debit Card,Mall,Walmart,Gift shopping,Variable,Friday
883,2023-02-06,113.89,Transport,Cash,Restaurant,Starbucks,Weekly groceries,Variable,Monday
884,2022-02-05,145.05,Healthcare,Cash,Pharmacy,Amazon,Dinner with friends,Fixed,Saturday
885,2024-06-07,161.38,Bills,Credit Card,Online,Walmart,Gas refill,Fixed,Friday
886,2022-12-22,10.13,Transport,Debit Card,Online,Starbucks,Gift shopping,Variable,Thursday
887,2024-05-27,145.18,Groceries,Cash,Fuel Station,Amazon,Gift shopping,Variable,Monday
888,2024-02-28,166.01,Bills,Cash,Supermarket,CVS,Doctor's visit,Fixed,Wednesday
889,2022-03-23,150.63,Transport,Bank Transfer,Restaurant,Starbucks,Bus fare,Variable,Wednesday
890,2024-07-29,104.91,Entertainment,Credit Card,Fuel Station,Amazon,Gift shopping,Variable,Monday
891,2022-02-08,94.31,Transport,Debit Card,Supermarket,CVS,Dinner with friends,Variable,Tuesday
892,2024-08-28,112.14,Transport,Debit Card,Online,Shell,Monthly subscription,Variable,Wednesday
893,2023-07-04,142.41,Transport,Debit Card,Pharmacy,Netflix,Weekly groceries,Variable,Tuesday
894,2022-12-29,184.97,Transport,Bank Transfer,Fuel Station,Walmart,Monthly subscription,Variable,Thursday
895,2023-07-07,125.32,Eating Out,Debit Card,Restaurant,Amazon,Gas refill,Variable,Friday
896,2023-02-11,178.13,Groceries,Credit Card,Mall,Netflix,Doctor's visit,Variable,Saturday
897,2023-11-09,141.75,Bills,Credit Card,Fuel Station,Shell,Monthly subscription,Fixed,Thursday
898,2024-03-14,18.33,Groceries,Cash,Fuel Station,CVS,Bus fare,Variable,Thursday
899,2023-06-27,102.66,Transport,Cash,Mall,Starbucks,Bus fare,Variable,Tuesday
900,2024-09-11,60.86,Entertainment,Credit Card,Pharmacy,Shell,Dinner with friends,Variable,Wednesday
901,2022-08-28,60.61,Bills,Debit Card,Online,Netflix,Gift shopping,Fixed,Sunday
902,2023-01-30,74.41,Healthcare,Cash,Fuel Station,Walmart,Weekly groceries,Fixed,Monday
903,2024-04-25,66.37,Groceries,Cash,Fuel Station,Netflix,Weekly groceries,Variable,Thursday
904,2022-03-02,117.83,Healthcare,Debit Card,Supermarket,Starbucks,Bus fare,Fixed,Wednesday
905,2022-01-25,138.3,Entertainment,Cash,Online,Netflix,Monthly subscription,Variable,Tuesday
906,2022-06-10,57.41,Transport,Credit Card,Pharmacy,Shell,Monthly subscription,Variable,Friday
907,2024-06-03,30.3,Entertainment,Bank Transfer,Online,Netflix,Gas refill,Variable,Monday
908,2023-01-03,16.47,Groceries,Bank Transfer,Supermarket,Netflix,Dinner with friends,Variable,Tuesday
909,2022-04-27,117.27,Bills,Credit Card,Supermarket,Netflix,Doctor's visit,Fixed,Wednesday
910,2022-01-17,41.3,Groceries,Cash,Restaurant,Netflix,Doctor's visit,Variable,Monday
911,2024-08-06,6.8,Entertainment,Credit Card,Fuel Station,Starbucks,Gift shopping,Variable,Tuesday
912,2022-08-07,185.91,Entertainment,Cash,Restaurant,Netflix,Dinner with friends,Variable,Sunday
913,2022-07-28,109.74,Groceries,Cash,Restaurant,Walmart,Gift shopping,Variable,Thursday
914,2024-03-25,23.03,Healthcare,Credit Card,Fuel Station,CVS,Movie night,Fixed,Monday
915,2023-08-30,169.37,Healthcare,Credit Card,Online,Starbucks,Movie night,Fixed,Wednesday
916,2022-06-22,196.72,Groceries,Credit Card,Fuel Station,Starbucks,Doctor's visit,Variable,Wednesday
917,2023-08-19,92.48,Groceries,Bank Transfer,Mall,Netflix,Gift shopping,Variable,Saturday
918,2022-10-29,13.29,Entertainment,Bank Transfer,Online,Shell,Bus fare,Variable,Saturday
919,2024-09-21,27.92,Eating Out,Cash,Fuel Station,CVS,Weekly groceries,Variable,Saturday
920,2023-03-09,79.42,Groceries,Credit Card,Supermarket,Netflix,Movie night,Variable,Thursday
921,2024-05-12,177.68,Transport,Debit Card,Restaurant,CVS,Gas refill,Variable,Sunday
922,2023-01-13,33.87,Entertainment,Cash,Pharmacy,Starbucks,Weekly groceries,Variable,Friday
923,2022-08-20,165.68,Eating Out,Cash,Mall,Amazon,Doctor's visit,Variable,Saturday
924,2024-01-08,7.92,Bills,Bank Transfer,Online,Walmart,Doctor's visit,Fixed,Monday
925,2024-05-31,94.19,Eating Out,Debit Card,Mall,Shell,Doctor's visit,Variable,Friday
926,2024-09-21,130.66,Bills,Debit Card,Pharmacy,Shell,Weekly groceries,Fixed,Saturday
927,2022-03-10,16.77,Eating Out,Bank Transfer,Fuel Station,CVS,Doctor's visit,Variable,Thursday
928,2023-12-27,124.88,Entertainment,Cash,Restaurant,CVS,Monthly subscription,Variable,Wednesday
929,2023-04-02,189.16,Transport,Bank Transfer,Restaurant,Shell,Monthly subscription,Variable,Sunday
930,2023-01-06,36.25,Entertainment,Debit Card,Supermarket,Starbucks,Bus fare,Variable,Friday
931,2024-07-18,147.27,Eating Out,Bank Transfer,Fuel Station,Shell,Dinner with friends,Variable,Thursday
932,2022-03-13,123.77,Eating Out,Credit Card,Fuel Station,Shell,Movie night,Variable,Sunday
933,2023-05-29,41.1,Bills,Credit Card,Online,Amazon,Gift shopping,Fixed,Monday
934,2022-05-10,6.21,Groceries,Cash,Supermarket,Amazon,Movie night,Variable,Tuesday
935,2022-07-19,6.81,Entertainment,Cash,Mall,Amazon,Bus fare,Variable,Tuesday
936,2023-08-13,108.76,Bills,Bank Transfer,Pharmacy,Shell,Gas refill,Fixed,Sunday
937,2022-04-07,188.84,Eating Out,Credit Card,Fuel Station,Shell,Gift shopping,Variable,Thursday
938,2022-12-21,130.64,Eating Out,Cash,Pharmacy,Netflix,Weekly groceries,Variable,Wednesday
939,2022-04-11,144.29,Groceries,Credit Card,Fuel Station,CVS,Movie night,Variable,Monday
940,2022-12-03,101.3,Entertainment,Bank Transfer,Supermarket,Starbucks,Monthly subscription,Variable,Saturday
941,2022-04-23,118.47,Eating Out,Debit Card,Supermarket,Netflix,Gift shopping,Variable,Saturday
942,2024-06-08,29.64,Transport,Debit Card,Mall,Starbucks,Dinner with friends,Variable,Saturday
943,2024-07-28,175.98,Groceries,Debit Card,Restaurant,Netflix,Gas refill,Variable,Sunday
944,2023-06-05,153.35,Groceries,Cash,Pharmacy,Amazon,Monthly subscription,Variable,Monday
945,2022-07-31,199.65,Bills,Debit Card,Fuel Station,Shell,Doctor's visit,Fixed,Sunday
946,2024-07-31,63.06,Bills,Credit Card,Fuel Station,Amazon,Weekly groceries,Fixed,Wednesday
947,2023-07-31,49.27,Bills,Bank Transfer,Supermarket,Netflix,Dinner with friends,Fixed,Monday
948,2023-01-08,29.41,Eating Out,Credit Card,Fuel Station,CVS,Gift shopping,Variable,Sunday
949,2024-05-25,193.02,Healthcare,Credit Card,Pharmacy,CVS,Bus fare,Fixed,Saturday
950,2023-01-25,157.27,Groceries,Bank Transfer,Restaurant,Starbucks,Gas refill,Variable,Wednesday
951,2022-12-08,37.43,Entertainment,Bank Transfer,Pharmacy,Walmart,Weekly groceries,Variable,Thursday
952,2022-10-08,112.77,Transport,Credit Card,Restaurant,Walmart,Gift shopping,Variable,Saturday
953,2024-10-23,85.68,Eating Out,Credit Card,Restaurant,Shell,Bus fare,Variable,Wednesday
954,2023-05-25,34.54,Eating Out,Bank Transfer,Online,Shell,Movie night,Variable,Thursday
955,2024-10-18,36.6,Entertainment,Debit Card,Mall,CVS,Movie night,Variable,Friday
956,2022-07-23,192.88,Eating Out,Credit Card,Pharmacy,Netflix,Gas refill,Variable,Saturday
957,2022-09-01,64.47,Entertainment,Bank Transfer,Restaurant,Starbucks,Bus fare,Variable,Thursday
958,2023-01-10,188.58,Healthcare,Debit Card,Pharmacy,Starbucks,Bus fare,Fixed,Tuesday
959,2024-05-13,19.74,Entertainment,Bank Transfer,Supermarket,Amazon,Movie night,Variable,Monday
960,2022-03-07,94.86,Groceries,Credit Card,Mall,Netflix,Doctor's visit,Variable,Monday
961,2023-04-10,30.28,Eating Out,Cash,Mall,Amazon,Bus fare,Variable,Monday
962,2023-01-06,5.93,Eating Out,Debit Card,Supermarket,Netflix,Monthly subscription,Variable,Friday
963,2022-07-30,112.98,Transport,Cash,Supermarket,Netflix,Gift shopping,Variable,Saturday
964,2022-07-17,27.21,Entertainment,Debit Card,Pharmacy,Shell,Gas refill,Variable,Sunday
965,2024-03-12,145.79,Transport,Debit Card,Online,Shell,Dinner with friends,Variable,Tuesday
966,2023-06-24,141.13,Healthcare,Cash,Pharmacy,CVS,Dinner with friends,Fixed,Saturday
967,2024-01-15,39.38,Transport,Credit Card,Pharmacy,Starbucks,Movie night,Variable,Monday
968,2023-01-11,188.64,Healthcare,Credit Card,Restaurant,Starbucks,Weekly groceries,Fixed,Wednesday
969,2024-04-19,145.6,Transport,Credit Card,Pharmacy,Shell,Monthly subscription,Variable,Friday
970,2024-03-08,63.1,Bills,Bank Transfer,Mall,Walmart,Bus fare,Fixed,Friday
971,2024-01-08,143.3,Groceries,Credit Card,Fuel Station,Starbucks,Movie night,Variable,Monday
972,2022-11-01,147.73,Entertainment,Bank Transfer,Online,Amazon,Gas refill,Variable,Tuesday
973,2024-08-03,71.73,Eating Out,Debit Card,Supermarket,Walmart,Gift shopping,Variable,Saturday
974,2024-04-28,78.24,Bills,Credit Card,Mall,Amazon,Gift shopping,Fixed,Sunday
975,2022-07-04,75.03,Bills,Debit Card,Supermarket,Netflix,Monthly subscription,Fixed,Monday
976,2022-11-16,125.24,Bills,Debit Card,Restaurant,Netflix,Movie night,Fixed,Wednesday
977,2024-06-20,180.58,Eating Out,Bank Transfer,Pharmacy,CVS,Gift shopping,Variable,Thursday
978,2023-07-28,38.77,Bills,Debit Card,Restaurant,CVS,Bus fare,Fixed,Friday
979,2023-04-13,175.66,Bills,Cash,Supermarket,Netflix,Bus fare,Fixed,Thursday
980,2022-02-15,10.39,Eating Out,Cash,Pharmacy,Starbucks,Dinner with friends,Variable,Tuesday
981,2024-09-19,133.77,Groceries,Credit Card,Fuel Station,Starbucks,Gas refill,Variable,Thursday
982,2024-02-13,85.82,Healthcare,Bank Transfer,Fuel Station,CVS,Gift shopping,Fixed,Tuesday
983,2022-06-20,159.3,Bills,Debit Card,Pharmacy,Netflix,Doctor's visit,Fixed,Monday
984,2024-01-30,145.63,Entertainment,Credit Card,Restaurant,Starbucks,Movie night,Variable,Tuesday
985,2023-02-05,98.62,Groceries,Bank Transfer,Supermarket,Starbucks,Weekly groceries,Variable,Sunday
986,2022-10-01,130.55,Eating Out,Cash,Online,Amazon,Dinner with friends,Variable,Saturday
987,2024-05-27,102.85,Groceries,Bank Transfer,Restaurant,Shell,Gift shopping,Variable,Monday
988,2022-07-01,163.25,Groceries,Cash,Mall,Netflix,Movie night,Variable,Friday
989,2022-03-23,97.84,Transport,Bank Transfer,Mall,CVS,Bus fare,Variable,Wednesday
990,2022-07-18,107.02,Eating Out,Bank Transfer,Mall,Walmart,Weekly groceries,Variable,Monday
991,2022-01-29,53.85,Groceries,Cash,Supermarket,Shell,Movie night,Variable,Saturday
992,2023-04-30,122.98,Eating Out,Debit Card,Mall,CVS,Bus fare,Variable,Sunday
993,2023-04-30,64.07,Healthcare,Cash,Mall,Shell,Movie night,Fixed,Sunday
994,2022-12-07,117.57,Bills,Bank Transfer,Pharmacy,Amazon,Dinner with friends,Fixed,Wednesday
995,2023-05-14,38.09,Eating Out,Cash,Pharmacy,Netflix,Movie night,Variable,Sunday
996,2022-06-28,36.1,Groceries,Credit Card,Pharmacy,Walmart,Bus fare,Variable,Tuesday
997,2022-07-01,86.32,Eating Out,Credit Card,Supermarket,Walmart,Weekly groceries,Variable,Friday
998,2024-08-13,88.23,Transport,Credit Card,Mall,CVS,Bus fare,Variable,Tuesday
999,2023-09-25,57.28,Healthcare,Credit Card,Restaurant,Amazon,Dinner with friends,Fixed,Monday
1000,2023-03-26,30.66,Transport,Cash,Mall,Shell,Bus fare,Variable,Sunday
